timestamp_CET,open,high,low,close
2020-04-01 12:15:00+02:00,6297.0,6320.0,6296.5,6314.5
2020-04-01 12:30:00+02:00,6314.0,6317.0,6297.5,6297.5
2020-04-01 12:45:00+02:00,6298.0,6302.5,6287.5,6292.5
2020-04-01 13:00:00+02:00,6293.0,6294.0,6276.5,6290.0
2020-04-01 13:15:00+02:00,6289.5,6290.0,6270.5,6285.5
2020-04-01 13:30:00+02:00,6285.5,6303.5,6285.0,6297.5
2020-04-01 13:45:00+02:00,6297.5,6298.0,6283.0,6293.5
2020-04-01 14:00:00+02:00,6293.5,6347.0,6201.0,6223.0
2020-04-01 14:15:00+02:00,6223.0,6245.0,6222.0,6234.5
2020-04-01 14:30:00+02:00,6234.5,6247.5,6225.0,6241.0
2020-04-01 14:45:00+02:00,6241.0,6245.0,6212.5,6220.0
2020-04-01 15:00:00+02:00,6220.0,6239.0,6215.5,6229.5
2020-04-01 15:15:00+02:00,6230.0,6236.5,6225.5,6232.5
2020-04-01 15:30:00+02:00,6233.0,6244.5,6169.5,6211.0
2020-04-01 15:45:00+02:00,6211.0,6211.0,6200.0,6209.5
2020-04-01 16:00:00+02:00,6209.5,6238.0,6205.5,6237.0
2020-04-01 16:15:00+02:00,6237.0,6238.0,6221.0,6235.0
2020-04-01 16:30:00+02:00,6235.0,6268.0,6235.0,6257.5
2020-04-01 16:45:00+02:00,6258.0,6266.5,6253.0,6254.0
2020-04-01 17:00:00+02:00,6254.0,6262.0,6246.5,6258.5
2020-04-01 17:15:00+02:00,6258.5,6267.0,6237.0,6237.0
2020-04-01 17:30:00+02:00,6237.5,6249.0,6228.0,6234.5
2020-04-01 17:45:00+02:00,6234.5,6242.5,6223.5,6237.5
2020-04-01 18:00:00+02:00,6238.0,6238.0,6183.0,6216.0
2020-04-01 18:15:00+02:00,6216.0,6216.0,6195.5,6201.5
2020-04-01 18:30:00+02:00,6201.5,6217.0,6160.0,6183.5
2020-04-01 18:45:00+02:00,6183.5,6198.0,6141.5,6188.5
2020-04-01 19:00:00+02:00,6188.5,6210.5,6168.0,6182.5
2020-04-01 19:15:00+02:00,6183.0,6204.0,6178.0,6202.5
2020-04-01 19:30:00+02:00,6202.5,6218.0,6196.5,6211.5
2020-04-01 19:45:00+02:00,6212.0,6212.0,6191.0,6203.5
2020-04-01 20:00:00+02:00,6203.5,6225.0,6193.5,6224.5
2020-04-01 20:15:00+02:00,6224.5,6225.0,6212.0,6221.0
2020-04-01 20:30:00+02:00,6220.5,6221.0,6197.5,6200.0
2020-04-01 20:45:00+02:00,6200.0,6208.0,6191.0,6193.5
2020-04-01 21:00:00+02:00,6193.5,6201.0,6191.0,6191.0
2020-04-01 21:15:00+02:00,6191.0,6191.5,6172.5,6180.5
2020-04-01 21:30:00+02:00,6181.0,6203.0,6180.5,6202.0
2020-04-01 21:45:00+02:00,6202.5,6221.0,6202.0,6210.5
2020-04-01 22:00:00+02:00,6210.5,6246.5,6202.5,6221.5
2020-04-01 22:15:00+02:00,6222.0,6293.0,6221.5,6267.0
2020-04-01 22:30:00+02:00,6267.0,6365.5,6266.0,6318.5
2020-04-01 22:45:00+02:00,6318.0,6416.5,6318.0,6347.0
2020-04-01 23:00:00+02:00,6347.0,6422.0,6347.0,6379.5
2020-04-01 23:15:00+02:00,6379.5,6397.5,6362.0,6362.0
2020-04-01 23:30:00+02:00,6362.5,6380.5,6352.0,6374.0
2020-04-01 23:45:00+02:00,6373.5,6376.0,6359.0,6368.0
2020-04-02 00:00:00+02:00,6368.5,6417.0,6368.0,6381.5
2020-04-02 00:15:00+02:00,6381.5,6524.0,6381.0,6481.5
2020-04-02 00:30:00+02:00,6481.5,6629.5,6481.5,6583.0
2020-04-02 00:45:00+02:00,6582.5,6594.5,6540.0,6543.5
2020-04-02 01:00:00+02:00,6544.0,6567.0,6523.5,6552.0
2020-04-02 01:15:00+02:00,6552.0,6615.0,6547.5,6596.0
2020-04-02 01:30:00+02:00,6596.0,6723.5,6595.5,6663.5
2020-04-02 01:45:00+02:00,6663.5,6695.0,6648.0,6671.5
